timestamp,content
2025-03-29T16:01:00.000Z,Elon Musk: DOGE is finding... entire situations of software licences or media subscriptions where there were zero logins.
2025-03-29T15:01:00.000Z,"Elon Musk: The reason I’m here is because I’m very worried about America going bankrupt due to the corruption and waste, and if we don’t do something, the ship of America is going to sink. We are all on that ship."
2025-03-29T18:01:00.000Z,"Reporter to Trump: What do you do if you can't sleep?

Trump: The only thing I admired about Sleepy Joe Biden... is that within minutes he'd be sleeping."
2025-03-29T17:01:00.000Z,"Reporter: How much of the higher inflation forecast for this year is due to tariffs?

Powell: How much of it is tariffs? It is difficult to do a precise assessment... however, clearly, some of it is coming from tariffs."
2025-03-29T16:01:00.000Z,Elon Musk: DOGE is finding... entire situations of software licences or media subscriptions where there were zero logins.
2025-03-29T15:01:00.000Z,"Elon Musk: The reason I’m here is because I’m very worried about America going bankrupt due to the corruption and waste, and if we don’t do something, the ship of America is going to sink. We are all on that ship."
2025-03-29T14:01:00.000Z,Speaker Johnson: The adults are back in the room and we are going to turn this economy around
2025-03-29T13:01:00.000Z,"With 1/4 of the year done, which stock do you think will perform the best by year end?"
2025-03-29T12:01:00.000Z,"Unusual Whales just released a new feature, our Periscope SPX MM Exposure Tool.

This provides intraday updates on actualized market maker positioning.

It is a must have feature.

Check it out here: https://unusualwhales.com/periscope/market-exposure…"
2025-03-29T11:33:00.000Z,"Michael Novogratz’s Galaxy Digital Holdings will pay $200 million in penalties over the investment firm’s role in promoting the failed Luna cryptocurrency, as part of a settlement with the New York attorney general, per FORTUNE"
2025-03-29T11:01:00.000Z,Good morning to everyone:
2025-03-29T13:01:00.000Z,"With 1/4 of the year done, which stock do you think will perform the best by year end?"
2025-03-29T12:01:00.000Z,"Unusual Whales just released a new feature, our Periscope SPX MM Exposure Tool.

This provides intraday updates on actualized market maker positioning.

It is a must have feature.

Check it out here: https://unusualwhales.com/periscope/market-exposure…"
2025-03-29T11:33:00.000Z,"Michael Novogratz’s Galaxy Digital Holdings will pay $200 million in penalties over the investment firm’s role in promoting the failed Luna cryptocurrency, as part of a settlement with the New York attorney general, per FORTUNE"
2025-03-29T11:01:00.000Z,Good morning to everyone:
2025-03-29T06:36:00.000Z,Good night to everyone:
2025-03-29T06:14:00.000Z,"EU plans concessions for Trump after reciprocal tariffs hit

Read more:"
2025-03-29T05:58:00.000Z,"The measure would officially abolish the TSA three years after being enacted into law, which the senators believe would provide time for security needs to be privatized.

Read more:"
2025-03-29T05:31:00.000Z,"And tell her to check how the market is doing at Unusual Whales.

See more: http://unusualwhales.com/heatmaps"
2025-03-29T05:17:00.000Z,"Meanwhile, Gen Z may not be able to afford a house or the cost of living now—but give it 10 years. They’re on track to gain $36 trillion and become the richest generation

Read more:"
2025-03-29T06:14:00.000Z,"EU plans concessions for Trump after reciprocal tariffs hit

Read more:"
2025-03-29T05:58:00.000Z,"The measure would officially abolish the TSA three years after being enacted into law, which the senators believe would provide time for security needs to be privatized.

Read more:"
2025-03-29T05:31:00.000Z,"And tell her to check how the market is doing at Unusual Whales.

See more: http://unusualwhales.com/heatmaps"
2025-03-29T05:17:00.000Z,"Meanwhile, Gen Z may not be able to afford a house or the cost of living now—but give it 10 years. They’re on track to gain $36 trillion and become the richest generation

Read more:"
2025-03-29T04:58:00.000Z,"In December 2024, the HAWK meme coin crashed by 95% hours after its launch

Read more:"
2025-03-29T04:31:00.000Z,"Currently, HHS isn’t even in charge of the federal Supplemental Nutrition Assistance Program (SNAP), which is run by the U.S. Department of Agriculture (USDA).

Read more:"
2025-03-29T03:58:00.000Z,"Currently the top income tax rate is 37%, charged on income above $609,351 for an individual or $731,201 for a married couple.

Read more:"
2025-03-29T03:37:00.000Z,"To create a custom heat map like this, check Unusual Whales.

You can watch all the stocks you want here.

See more: http://unusualwhales.com/heatmaps"
2025-03-29T03:17:00.000Z,"BitMEX was fined $100 million in January for violating the Bank Secrecy Act by willfully failing to establish, implement, and maintain an adequate anti-money laundering and know-your-customer program.

Read more:"
2025-03-29T02:58:00.000Z,"Republican Gov. Spencer Cox signed legislation Thursday that bars cities and communities from deciding whether to add the mineral to their water systems.

Read more:"
2025-03-29T03:58:00.000Z,"Currently the top income tax rate is 37%, charged on income above $609,351 for an individual or $731,201 for a married couple.

Read more:"
2025-03-29T03:37:00.000Z,"To create a custom heat map like this, check Unusual Whales.

You can watch all the stocks you want here.

See more: http://unusualwhales.com/heatmaps"
2025-03-29T03:17:00.000Z,"BitMEX was fined $100 million in January for violating the Bank Secrecy Act by willfully failing to establish, implement, and maintain an adequate anti-money laundering and know-your-customer program.

Read more:"
2025-03-29T02:58:00.000Z,"Republican Gov. Spencer Cox signed legislation Thursday that bars cities and communities from deciding whether to add the mineral to their water systems.

Read more:"
2025-03-29T02:31:00.000Z,"Senate Republicans hand ‘biggest banks billions in profits from overdraft fees that kick working people when they’re down,’ Elizabeth Warren said.

Read more:"
2025-03-29T01:55:31.000Z,"Should these people have been pardoned?

To follow corporations, donations, and how politicians benefit, check Unusual Whales.

We'll keep speaking truth.

See more: http://unusualwhales.com/portfolios"
2025-03-29T01:55:30.000Z,"Trump also commuted the criminal fraud sentence of Ozy Media founder Carlos Watson, just as he was due to begin serving a 116-month prison term in California.

Prosecutors said that Watson and his co-conspirators between 2018 and 2021 defrauded investors by misrepresenting Ozy’s"
2025-03-29T01:55:28.000Z,"He pardoned the three co-founders of the BitMEX cryptocurrency exchange.

The co-founders, Arthur Hayes, Benjamin Delo and Samuel Reed, previously pled guilty to a range of federal criminal charges related to money laundering.

Prosecutors accused the men of effectively operating"
2025-03-29T01:55:31.000Z,"Should these people have been pardoned?

To follow corporations, donations, and how politicians benefit, check Unusual Whales.

We'll keep speaking truth.

See more: http://unusualwhales.com/portfolios"
2025-03-29T01:55:30.000Z,"Trump also commuted the criminal fraud sentence of Ozy Media founder Carlos Watson, just as he was due to begin serving a 116-month prison term in California.

Prosecutors said that Watson and his co-conspirators between 2018 and 2021 defrauded investors by misrepresenting Ozy’s"
2025-03-29T01:55:28.000Z,"He pardoned the three co-founders of the BitMEX cryptocurrency exchange.

The co-founders, Arthur Hayes, Benjamin Delo and Samuel Reed, previously pled guilty to a range of federal criminal charges related to money laundering.

Prosecutors accused the men of effectively operating"
2025-03-29T01:55:26.000Z,"Trevor Milton of Nikola, $NKLA, was pardoned of securities fraud. 

But Brad Bondi, a lawyer for Milton, is the brother of Attorney General Pam Bondi. 

And Milton and his wife donated $1.8 million to a Trump fundraising committee, per WSJ"
2025-03-29T01:55:23.000Z,"Today, Trump has pardon numerous individuals who were charged with securities fraud and other sentences.

Here is a list:"
2025-03-29T01:31:00.000Z,"Elon Musk said it’s “insane” the U.S. government has computers that can just “make money out of thin air.”

Read more:"
2025-03-29T01:55:26.000Z,"Trevor Milton of Nikola, $NKLA, was pardoned of securities fraud. 

But Brad Bondi, a lawyer for Milton, is the brother of Attorney General Pam Bondi. 

And Milton and his wife donated $1.8 million to a Trump fundraising committee, per WSJ"
2025-03-29T01:55:23.000Z,"Today, Trump has pardon numerous individuals who were charged with securities fraud and other sentences.

Here is a list:"
2025-03-29T01:31:00.000Z,"Elon Musk said it’s “insane” the U.S. government has computers that can just “make money out of thin air.”

Read more:"
2025-03-29T01:31:00.000Z,"EU officials were told at meetings this week in Washington that there was no way to avoid new auto and so-called reciprocal tariffs that Trump is launching next week.

Read more:"
2025-03-29T00:58:00.000Z,"Fast-food giant Yum! Brands said it will begin rolling out AI at hundreds of its locations starting in April.

Read more:"
2025-03-28T23:58:00.000Z,"""U.S. President Donald Trump's tariffs policy has fanned speculation of an economic slowdown in the world's largest economy,"" per CNBC.

Read more:"
2025-03-28T23:37:00.000Z,"Is this bullish?

To see his possible portfolio, as well as the inverse, check Unusual Whales.

See more: http://unusualwhales.com/portfolios"
2025-03-28T23:17:00.000Z,"For one, major advertisers like Disney and Apple have resumed their partnerships with X in recent months.

Read more:"
2025-03-28T23:04:24.000Z,"President Trump commuted the sentence of Carlos Watson, a co-founder of Ozy Media, just before he was set to surrender to prison for defrauding investors."
2025-03-28T22:58:00.000Z,"I cannot stress how unusual this is.

Unusual Whales is the only platform to report on these moves as they are happening.

Check full flow here: https://unusualwhales.com/stock/app/overview…"
2025-03-28T22:37:00.000Z,"Do you want to see other connections and political trading?

You can see all on Unusual Whales.

See more: http://unusualwhales.com/portfolios"
2025-03-28T23:37:00.000Z,"Is this bullish?

To see his possible portfolio, as well as the inverse, check Unusual Whales.

See more: http://unusualwhales.com/portfolios"
2025-03-28T23:17:00.000Z,"For one, major advertisers like Disney and Apple have resumed their partnerships with X in recent months.

Read more:"
2025-03-28T23:04:24.000Z,"President Trump commuted the sentence of Carlos Watson, a co-founder of Ozy Media, just before he was set to surrender to prison for defrauding investors."
2025-03-28T22:58:00.000Z,"I cannot stress how unusual this is.

Unusual Whales is the only platform to report on these moves as they are happening.

Check full flow here: https://unusualwhales.com/stock/app/overview…"
2025-03-28T22:37:00.000Z,"Do you want to see other connections and political trading?

You can see all on Unusual Whales.

See more: http://unusualwhales.com/portfolios"
2025-03-28T21:58:00.000Z,Economists at global banks from Morgan Stanley to Nomura have identified India and Thailand as among the nations most exposed to risks from President Trump’s vow to impose reciprocal tariffs on trading partners
2025-03-28T21:39:13.000Z,"Interesting, 
@elonmusk
, as X's valuation was reportedly back to $44 billion, per FT.

Read more:"
2025-03-28T21:25:13.000Z,BREAKING: xAI has acquired X (formerly Twitter) at $33 billion ($45 billion less $18B of debt) per Elon Musk
2025-03-28T21:17:00.000Z,West Virginia has become the first state to ban food dyes in school meals
2025-03-28T20:56:51.000Z,Trump has said he is willing to make deals on tariffs.
2025-03-28T20:43:26.000Z,"FCC chairman Brendan Carr announced that he has asked the FCC's enforcement bureau to open an investigation into Disney $DIS and its subsidiary ABC over whether their DEI practices violated the agency's rules, per Axios"
2025-03-28T20:24:19.000Z,"Donald Trump has said that pharmacy tariffs will come soon.

Here is a list of all Trump Tariffs proposed and confirmed:

1. Canada:
- 25% tariffs on most goods, including steel and aluminum products.
- 10% tariff on oil and gas (delayed until April 2, 2025).
2. Mexico:
- 25%"
2025-03-28T20:17:00.000Z,Republicans introduce bill to abolish the TSA and replace it with private airport security
2025-03-28T19:59:15.000Z,Call your mom.
2025-03-28T21:25:13.000Z,BREAKING: xAI has acquired X (formerly Twitter) at $33 billion ($45 billion less $18B of debt) per Elon Musk
2025-03-28T21:17:00.000Z,West Virginia has become the first state to ban food dyes in school meals
2025-03-28T20:56:51.000Z,Trump has said he is willing to make deals on tariffs.
2025-03-28T20:43:26.000Z,"FCC chairman Brendan Carr announced that he has asked the FCC's enforcement bureau to open an investigation into Disney $DIS and its subsidiary ABC over whether their DEI practices violated the agency's rules, per Axios"
2025-03-28T20:24:19.000Z,"Donald Trump has said that pharmacy tariffs will come soon.

Here is a list of all Trump Tariffs proposed and confirmed:

1. Canada:
- 25% tariffs on most goods, including steel and aluminum products.
- 10% tariff on oil and gas (delayed until April 2, 2025).
2. Mexico:
- 25%"
2025-03-28T20:17:00.000Z,Republicans introduce bill to abolish the TSA and replace it with private airport security
2025-03-28T19:59:15.000Z,Call your mom.
2025-03-28T19:28:00.000Z,"Want a $50 deposit bonus to trade with?

We partnered with 
@tastytrade
 to give you that exactly!

Get at least $50 when you deposit $2000, and start trading today once you deposit!

Get your bonus to trade with here: http://bit.ly/3V8vfvF"
2025-03-28T19:09:45.000Z,"BREAKING: Charlie Javice was found guilty of defrauding JPMorgan, $JPM, in its $175 million acquisition of her student-finance startup, Frank"
2025-03-28T19:01:00.000Z,"Tesla, $TSLA, is down 3% today."
2025-03-28T18:58:05.000Z,"BREAKING: President Donald Trump just granted pardons to three co-founders of the BitMEX cryptocurrency exchange.

The co-founders, Arthur Hayes, Benjamin Delo and Samuel Reed, previously pled guilty to a range of federal criminal charges related to money laundering"
2025-03-28T19:28:00.000Z,"Want a $50 deposit bonus to trade with?

We partnered with 
@tastytrade
 to give you that exactly!

Get at least $50 when you deposit $2000, and start trading today once you deposit!

Get your bonus to trade with here: http://bit.ly/3V8vfvF"
2025-03-28T19:09:45.000Z,"BREAKING: Charlie Javice was found guilty of defrauding JPMorgan, $JPM, in its $175 million acquisition of her student-finance startup, Frank"
2025-03-28T19:01:00.000Z,"Tesla, $TSLA, is down 3% today."
2025-03-28T18:58:05.000Z,"BREAKING: President Donald Trump just granted pardons to three co-founders of the BitMEX cryptocurrency exchange.

The co-founders, Arthur Hayes, Benjamin Delo and Samuel Reed, previously pled guilty to a range of federal criminal charges related to money laundering"
2025-03-28T18:47:00.000Z,"Amazon, $AMZN, is down more than 4% today."
2025-03-28T18:43:20.000Z,"JUST IN: ""Hawk Tuah"" girl Haliey Welch says SEC closed its investigation into her crypto meme coin"
2025-03-28T18:23:00.000Z,"BREAKING: Trump is considering increasing the tax rate on the richest Americans' in return for cutting taxes on tips, per Axios."
2025-03-28T18:09:59.000Z,"BREAKING: RFK Jr to push a ban on soda purchases with food stamps, per WaPo"
2025-03-28T17:56:29.000Z,"Trump has said he ""does not think that Americans should buy cars now to avoid tariffs."""
2025-03-28T17:38:14.000Z,"Look at this.

Trevor Milton of Nikola, $NKLA, was pardoned of securities fraud.

But Brad Bondi, a lawyer for Milton, is the brother of Attorney General Pam Bondi.
 
And Milton and his wife donated $1.8 million to a Trump fundraising committee, per WSJ"
2025-03-28T17:17:00.000Z,"Projected income effects from House GOP budget, per WaPo:"
2025-03-28T17:17:00.000Z,"Core inflation in February hit 2.8%, hotter than expected; income jumped 0.8%"
2025-03-28T16:57:00.000Z,"German workers work shorter hours on average than in any other OECD country, per Deutsche Bank:"
2025-03-28T17:38:14.000Z,"Look at this.

Trevor Milton of Nikola, $NKLA, was pardoned of securities fraud.

But Brad Bondi, a lawyer for Milton, is the brother of Attorney General Pam Bondi.
 
And Milton and his wife donated $1.8 million to a Trump fundraising committee, per WSJ"
2025-03-28T17:17:00.000Z,"Projected income effects from House GOP budget, per WaPo:"
2025-03-28T17:17:00.000Z,"Core inflation in February hit 2.8%, hotter than expected; income jumped 0.8%"
2025-03-28T16:57:00.000Z,"German workers work shorter hours on average than in any other OECD country, per Deutsche Bank:"
2025-03-28T16:37:00.000Z,Utah to become the first state to ban fluoride in public drinking water.
2025-03-28T16:17:00.000Z,The Senate has voted to overturn a rule capping bank overdraft fees at $5.
2025-03-28T15:57:00.000Z,"Greece,Italy and the US often top the rankings for dissatisfaction among young people. per FT:"
2025-03-28T15:37:00.000Z,Fed's Daly said: 2 rate cuts still a reasonable projection for 2025
2025-03-28T15:17:00.000Z,Call your Mag 7
2025-03-28T14:57:00.000Z,"Bentley’s super-rich customers could bear the brunt of Trump tariff costs, the CEO has said per FORTUNE."
2025-03-28T14:50:38.000Z,"DOGE to be treated as SEC staff for purposes of network, system and data access, per Reuters"
2025-03-28T15:57:00.000Z,"Greece,Italy and the US often top the rankings for dissatisfaction among young people. per FT:"
2025-03-28T15:37:00.000Z,Fed's Daly said: 2 rate cuts still a reasonable projection for 2025
2025-03-28T15:17:00.000Z,Call your Mag 7
2025-03-28T14:57:00.000Z,"Bentley’s super-rich customers could bear the brunt of Trump tariff costs, the CEO has said per FORTUNE."
2025-03-28T14:50:38.000Z,"DOGE to be treated as SEC staff for purposes of network, system and data access, per Reuters"
2025-03-28T14:37:00.000Z,"Elon Musk has said that Tesla, $TSLA, attackers are ‘deranged’ and want to kill him for his White House work, per FORTUNE."
2025-03-28T14:17:00.000Z,"The first data center complex for OpenAI’s $100 billion Stargate infrastructure venture will have space for as many as 400,000 of Nvidia's, $NVDA, powerful AI chips — an amount that, if filled, would make it one of the largest known clusters of artificial intelligence computing"
2025-03-28T13:57:00.000Z,"The median pay bump for those switching jobs shrunk to 4.8% last month from a peak of 7.7% in early 2023, per the Atlanta Fed."
2025-03-28T13:37:00.000Z,Elon Musk says he and DOGE found 14 ‘magic money computers’ that create money out of thin air
2025-03-28T13:22:56.000Z,"JUST IN: EU plans concessions for Trump after reciprocal tariffs hit, per FT"
2025-03-28T13:17:00.000Z,"""China markets are set to outperform Wall Street as U.S. 'exceptionalism' comes to a pause,"" per CNBC."
2025-03-28T12:57:00.000Z,"Nvidia, $NVDA, is adding a new chip to Taco Bell drive thrus, to speed up wait times by suggesting specific menu items to customers that take a short time to prepare, per FORTUNE."
2025-03-28T12:37:00.000Z,"Building permits, housing starts, and housing completions all fell in February compared to a year ago.

""New home construction is stalling as homebuilder sentiment sours over Trump’s tariffs, economists say,"" per FORTUNE."
2025-03-28T12:17:00.000Z,"""Market likely to endure deeper selloffs before support from Trump, Fed,"" per Bloomberg"
2025-03-28T14:17:00.000Z,"The first data center complex for OpenAI’s $100 billion Stargate infrastructure venture will have space for as many as 400,000 of Nvidia's, $NVDA, powerful AI chips — an amount that, if filled, would make it one of the largest known clusters of artificial intelligence computing"
2025-03-28T13:57:00.000Z,"The median pay bump for those switching jobs shrunk to 4.8% last month from a peak of 7.7% in early 2023, per the Atlanta Fed."
2025-03-28T13:37:00.000Z,Elon Musk says he and DOGE found 14 ‘magic money computers’ that create money out of thin air
2025-03-28T13:22:56.000Z,"JUST IN: EU plans concessions for Trump after reciprocal tariffs hit, per FT"
2025-03-28T13:17:00.000Z,"""China markets are set to outperform Wall Street as U.S. 'exceptionalism' comes to a pause,"" per CNBC."
2025-03-28T12:57:00.000Z,"Nvidia, $NVDA, is adding a new chip to Taco Bell drive thrus, to speed up wait times by suggesting specific menu items to customers that take a short time to prepare, per FORTUNE."
2025-03-28T12:37:00.000Z,"Building permits, housing starts, and housing completions all fell in February compared to a year ago.

""New home construction is stalling as homebuilder sentiment sours over Trump’s tariffs, economists say,"" per FORTUNE."
2025-03-28T12:17:00.000Z,"""Market likely to endure deeper selloffs before support from Trump, Fed,"" per Bloomberg"
2025-03-28T11:57:00.000Z,"JPMorgan, $JPM, says Russia unlikely to rejoin MSCI global indexes until after 2027"
2025-03-28T11:37:00.000Z,"The top 0.1% wealthiest in America could purchase every single home in the country’s 25 most populated metro areas, from New York City to San Antonio, per  NYP."
2025-03-28T11:17:00.000Z,"Unusual Whales is the best software in uncovering unusual moves.

Take a look at $APP yesterday.

Traders shorted $APP before their report, turning their $20k investments into over $1M.

Unusual, and insane no one besides us reports on these things."
2025-03-28T10:57:00.000Z,Jim Cramer has said: I hate free trade. It has wrecked small towns across the America
2025-03-28T10:37:00.000Z,Good morning to everyone:
2025-03-28T06:12:15.000Z,Good night to everyone:
2025-03-28T10:37:00.000Z,Good morning to everyone:
2025-03-28T06:12:15.000Z,Good night to everyone:
2025-03-28T05:31:00.000Z,"Imports accounted for almost 40% of new cars sold in America last year

Read more:"
2025-03-28T04:58:00.000Z,"Analysis from Anderson Economic Group puts the potential price hike from Trump's levies between $4,000 and $12,000 depending on the vehicle.

Read more:"
2025-03-28T04:31:00.000Z,"Research suggests that well-being tends to level off when your income hits around $100,000 per year.

Read more:"
2025-03-28T03:58:00.000Z,"To see how the $ARKK ETF is doing, check Unusual Whales.

You can subscribe to updates, as well as see general contracts, on site.

See more: https://unusualwhales.com/stock/ARKK/overview…"
2025-03-28T03:31:00.000Z,"To see all analyst upgrades, check Unusual Whales.

You can get direct understandings sentiment of the entire market through Unusual Whales.

See more: http://unusualwhales.com/flow/overview"
2025-03-28T06:12:15.000Z,Good night to everyone:
2025-03-28T05:31:00.000Z,"Imports accounted for almost 40% of new cars sold in America last year

Read more:"
2025-03-28T04:58:00.000Z,"Analysis from Anderson Economic Group puts the potential price hike from Trump's levies between $4,000 and $12,000 depending on the vehicle.

Read more:"
2025-03-28T04:31:00.000Z,"Research suggests that well-being tends to level off when your income hits around $100,000 per year.

Read more:"
2025-03-28T03:58:00.000Z,"To see how the $ARKK ETF is doing, check Unusual Whales.

You can subscribe to updates, as well as see general contracts, on site.

See more: https://unusualwhales.com/stock/ARKK/overview…"
2025-03-28T03:31:00.000Z,"To see all analyst upgrades, check Unusual Whales.

You can get direct understandings sentiment of the entire market through Unusual Whales.

See more: http://unusualwhales.com/flow/overview"
2025-03-28T02:58:00.000Z,"20% say they have more savings now than at the start of 2024.

Read more:"
2025-03-28T02:31:00.000Z,"Trump's 25% auto tariff could add $5k–$10k to car prices.

Read more:"
2025-03-28T02:11:00.000Z,"The Gates Foundation, founded by Bill Gates and ex-wife Melinda French Gates in 2000, has a nearly $9 billion budget for 2025

Read more:"
2025-03-28T01:50:52.000Z,"BREAKING: Elon Musk says DOGE will help .... ""people receive more Social Security, not less."""
2025-03-28T01:21:00.000Z,"GameStop, $GME, has had the most amount of volume in the last six months today.

It also had the highest short volume over the last six months today, across all exchanges.

Failure to delivers were close to all time highs last month, as seen on Unusual Whales."
2025-03-28T02:31:00.000Z,"Trump's 25% auto tariff could add $5k–$10k to car prices.

Read more:"
2025-03-28T02:11:00.000Z,"The Gates Foundation, founded by Bill Gates and ex-wife Melinda French Gates in 2000, has a nearly $9 billion budget for 2025

Read more:"
2025-03-28T01:50:52.000Z,"BREAKING: Elon Musk says DOGE will help .... ""people receive more Social Security, not less."""
2025-03-28T01:21:00.000Z,"GameStop, $GME, has had the most amount of volume in the last six months today.

It also had the highest short volume over the last six months today, across all exchanges.

Failure to delivers were close to all time highs last month, as seen on Unusual Whales."
2025-03-28T00:58:00.000Z,"The sports car maker’s more popular models, including the Purosangue SUV, the 12Cilindri and the F80, will get price increases of up to 10%.

Read more:"
2025-03-28T00:15:26.000Z,"JUST IN: Trevor Milton, founder of Nikola, $NKLA, Corporation, has reportedly been granted a full pardon by President Trump.

He was charged four years for securities fraud."
2025-03-27T23:58:00.000Z,"Trump’s additional 25% duties, to be collected from April 3, could wipe out around a quarter of Porsche and Mercedes’ projected 2026 operating earnings.

Read more:"
2025-03-27T23:31:00.000Z,"""We are talking about serious plans on the American side with regard to Greenland"" Putin said.

Read more:"
2025-03-27T23:31:00.000Z,"I cannot stress how unusual this is.

Unusual Whales is the only platform to report on these moves as they are happening.

Check full flow here: https://unusualwhales.com/stock/app/overview…"
2025-03-27T22:58:00.000Z,"Under the sale procedures, the company set quick deadlines for potential bidders, including May 7 when definitive offers are due, and a final hearing the following month.

Read more:"
2025-03-27T23:58:00.000Z,"Trump’s additional 25% duties, to be collected from April 3, could wipe out around a quarter of Porsche and Mercedes’ projected 2026 operating earnings.

Read more:"
2025-03-27T23:31:00.000Z,"""We are talking about serious plans on the American side with regard to Greenland"" Putin said.

Read more:"
2025-03-27T23:31:00.000Z,"I cannot stress how unusual this is.

Unusual Whales is the only platform to report on these moves as they are happening.

Check full flow here: https://unusualwhales.com/stock/app/overview…"
2025-03-27T22:58:00.000Z,"Under the sale procedures, the company set quick deadlines for potential bidders, including May 7 when definitive offers are due, and a final hearing the following month.

Read more:"
2025-03-27T22:31:00.000Z,"Stellantis, $STLA, is offering voluntary buyouts to hourly United Auto Workers employees at more than 20 facilities in Detroit and Toledo, with payouts reaching up to $72,000, per The Detroit Free Press"
2025-03-27T21:58:00.000Z,"Trump's tariffs push will hit the U.S. harder than Europe in the short term, Santander chair has said"
2025-03-27T21:37:00.000Z,"Goldman Sachs, $GS, analyst Mark Delaney believes a 25% tariff on imported cars could raise the price by $5,000 to as much as $15,000."
2025-03-27T21:13:00.000Z,"Prices of vehicles could increase by $4,500 due to 25% tariffs, per Bank of America, $BAC."
2025-03-27T20:36:00.000Z,"$APP is down 15% after a short report, which was leaked beforehand.

Here's proof.

$APP saw a surge of put activity all day, and big trades, single legged, swept, all at once yesterday and today before the report.

The trader turned $20k into $200k, and then sold an additional"
2025-03-27T20:17:00.000Z,Prime Minister of Canada Carney: The US is no longer a reliable partner.
2025-03-27T20:01:01.000Z,"At close: 

http://unusualwhales.com/heatmps"
2025-03-27T19:37:00.000Z,Trump has said there will be 'far larger' tariffs if the EU and Canada unite to do 'economic harm' to the U.S.
2025-03-27T19:19:12.000Z,X is down for thousands of users and is reportedly under an unconfirmed cyberattack
